Region;Del;Kon;Varde_stand
0763 Tingsryd;Livskvalitet;Män;50,0857583084444
0763 Tingsryd;Livskvalitet;Totalt;48,7107287077227
0764 Alvesta;Hållbarhet;Kvinnor;35,5602731765862
0764 Alvesta;Hållbarhet;Män;43,4434774714636
0764 Alvesta;Hållbarhet;Totalt;51,7531925068161
0764 Alvesta;Livskvalitet;Kvinnor;48,2691873877512
0764 Alvesta;Livskvalitet;Män;54,0023808037347
0764 Alvesta;Livskvalitet;Totalt;50,2516026828106
0765 Älmhult;Hållbarhet;Kvinnor;40,3197242961036
0765 Älmhult;Hållbarhet;Män;47,7135013040470
0765 Älmhult;Hållbarhet;Totalt;54,7099903956098
0765 Älmhult;Livskvalitet;Kvinnor;47,5033444092465
0765 Älmhult;Livskvalitet;Män;57,9555186266109
0765 Älmhult;Livskvalitet;Totalt;53,3979799411527
0767 Markaryd;Hållbarhet;Kvinnor;31,1860035720307
0767 Markaryd;Hållbarhet;Män;34,4007354879191
0767 Markaryd;Hållbarhet;Totalt;46,6631335231912
0767 Markaryd;Livskvalitet;Kvinnor;40,5727747149458
0767 Markaryd;Livskvalitet;Män;52,5996065727867
0767 Markaryd;Livskvalitet;Totalt;49,6405495667970
0780 Växjö;Hållbarhet;Kvinnor;41,7164515470033
0780 Växjö;Hållbarhet;Män;45,6281879219727
0780 Växjö;Hållbarhet;Totalt;53,4891464281006
0780 Växjö;Livskvalitet;Kvinnor;55,6251523511962
0780 Växjö;Livskvalitet;Män;62,0860496188279
0780 Växjö;Livskvalitet;Totalt;56,9194200601698
0781 Ljungby;Hållbarhet;Kvinnor;37,5664566472716
0781 Ljungby;Hållbarhet;Män;38,9093469815527
0781 Ljungby;Hållbarhet;Totalt;49,1084355650548
0781 Ljungby;Livskvalitet;Kvinnor;45,7040542372061
0781 Ljungby;Livskvalitet;Män;54,7701602111945
0781 Ljungby;Livskvalitet;Totalt;51,6605721443279
0821 Högsby;Hållbarhet;Kvinnor;26,5861647588431
0821 Högsby;Hållbarhet;Män;36,3600788355005
0821 Högsby;Hållbarhet;Totalt;43,5694034149622
0821 Högsby;Livskvalitet;Kvinnor;48,8382091826240
0821 Högsby;Livskvalitet;Män;47,6014603727385
0821 Högsby;Livskvalitet;Totalt;50,0500327254777
0834 Torsås;Hållbarhet;Kvinnor;43,3362277667820
0834 Torsås;Hållbarhet;Män;45,6172339666406
0834 Torsås;Hållbarhet;Totalt;52,5655362359554
0834 Torsås;Livskvalitet;Kvinnor;47,0292658653283
0834 Torsås;Livskvalitet;Män;61,0491743350087
0834 Torsås;Livskvalitet;Totalt;56,6623558493714
0840 Mörbylånga;Hållbarhet;Kvinnor;53,8668407940520
0840 Mörbylånga;Hållbarhet;Män;54,8240765600203
0840 Mörbylånga;Hållbarhet;Totalt;58,0521647294262
0840 Mörbylånga;Livskvalitet;Kvinnor;58,8945633269212
0840 Mörbylånga;Livskvalitet;Män;71,3624357256250
0840 Mörbylånga;Livskvalitet;Totalt;66,5426199383469
0860 Hultsfred;Hållbarhet;Kvinnor;31,2516844273470
0860 Hultsfred;Hållbarhet;Män;36,7306139775267
0860 Hultsfred;Hållbarhet;Totalt;45,7907076607952
0860 Hultsfred;Livskvalitet;Kvinnor;44,1889847044145
0860 Hultsfred;Livskvalitet;Män;47,9381869271008
0860 Hultsfred;Livskvalitet;Totalt;48,8942885012161
0861 Mönsterås;Hållbarhet;Kvinnor;37,2187710328301
0861 Mönsterås;Hållbarhet;Män;46,1294653195572
0861 Mönsterås;Hållbarhet;Totalt;48,4158762794975
0861 Mönsterås;Livskvalitet;Kvinnor;51,5725887903691
0861 Mönsterås;Livskvalitet;Män;58,1899885367064
0861 Mönsterås;Livskvalitet;Totalt;56,3742504973135
0862 Emmaboda;Hållbarhet;Kvinnor;29,4712941139858
0862 Emmaboda;Hållbarhet;Män;39,5549639240766
0862 Emmaboda;Hållbarhet;Totalt;49,8492868036856
0862 Emmaboda;Livskvalitet;Kvinnor;46,6217426400633
0862 Emmaboda;Livskvalitet;Män;49,4565557468425
0862 Emmaboda;Livskvalitet;Totalt;53,8093680354233
0880 Kalmar;Hållbarhet;Kvinnor;41,9231475621830
0880 Kalmar;Hållbarhet;Män;46,9263305786849
0880 Kalmar;Hållbarhet;Totalt;52,5606381716013
0880 Kalmar;Livskvalitet;Kvinnor;56,9833459732238
0880 Kalmar;Livskvalitet;Män;64,6406715825242
0880 Kalmar;Livskvalitet;Totalt;58,6653955489591
0881 Nybro;Hållbarhet;Kvinnor;30,0285860209416
0881 Nybro;Hållbarhet;Män;38,2476919574875
0881 Nybro;Hållbarhet;Totalt;45,0909091546385
0881 Nybro;Livskvalitet;Kvinnor;41,5167871704942
0881 Nybro;Livskvalitet;Män;55,0314835576311
0881 Nybro;Livskvalitet;Totalt;52,1723240251109
0882 Oskarshamn;Hållbarhet;Kvinnor;42,7943649205014
0882 Oskarshamn;Hållbarhet;Män;49,9025422147701
0882 Oskarshamn;Hållbarhet;Totalt;54,9985624526307
0882 Oskarshamn;Livskvalitet;Kvinnor;58,9943204074345
0882 Oskarshamn;Livskvalitet;Män;63,0083619054658
0882 Oskarshamn;Livskvalitet;Totalt;60,9781638816284
0883 Västervik;Hållbarhet;Kvinnor;35,8224822926503
0883 Västervik;Hållbarhet;Män;38,3448619210155
0883 Västervik;Hållbarhet;Totalt;48,3712994580759
0883 Västervik;Livskvalitet;Kvinnor;55,6861696422856
0883 Västervik;Livskvalitet;Män;57,2985812796622
0883 Västervik;Livskvalitet;Totalt;57,7436327970688
0884 Vimmerby;Hållbarhet;Kvinnor;37,0186210948661
0884 Vimmerby;Hållbarhet;Män;43,3081885414087
0884 Vimmerby;Hållbarhet;Totalt;51,2176747708805
0884 Vimmerby;Livskvalitet;Kvinnor;49,9663748540374
0884 Vimmerby;Livskvalitet;Män;60,0441846592751
0884 Vimmerby;Livskvalitet;Totalt;55,4314551860666
0885 Borgholm;Hållbarhet;Kvinnor;43,5590777280719
0885 Borgholm;Hållbarhet;Män;45,8310957488417
0885 Borgholm;Hållbarhet;Totalt;51,1345209305845
0885 Borgholm;Livskvalitet;Kvinnor;54,6752894173079
0885 Borgholm;Livskvalitet;Män;59,3127516720886
0885 Borgholm;Livskvalitet;Totalt;57,7260481720282
0980 Gotland;Hållbarhet;Kvinnor;37,6736058042448
0980 Gotland;Hållbarhet;Män;42,8145267837457
0980 Gotland;Hållbarhet;Totalt;50,6080253179462
0980 Gotland;Livskvalitet;Kvinnor;57,5918462303936
0980 Gotland;Livskvalitet;Män;62,5588954880071
0980 Gotland;Livskvalitet;Totalt;61,6628906210590
1060 Olofström;Hållbarhet;Kvinnor;39,0804630610945
1060 Olofström;Hållbarhet;Män;42,2709990942547
1060 Olofström;Hållbarhet;Totalt;51,8142761493205
1060 Olofström;Livskvalitet;Kvinnor;46,1832914019443
1060 Olofström;Livskvalitet;Män;52,9957618196161
1060 Olofström;Livskvalitet;Totalt;54,1504094017190
1080 Karlskrona;Hållbarhet;Kvinnor;47,7243775953162
1080 Karlskrona;Hållbarhet;Män;50,0951579963569
1080 Karlskrona;Hållbarhet;Totalt;55,3951000979100
1080 Karlskrona;Livskvalitet;Kvinnor;52,6770674989742
1080 Karlskrona;Livskvalitet;Män;60,4533981808126
1080 Karlskrona;Livskvalitet;Totalt;55,9025520354296
1081 Ronneby;Hållbarhet;Kvinnor;39,1652757325864
1081 Ronneby;Hållbarhet;Män;42,3176899014039
1081 Ronneby;Hållbarhet;Totalt;49,4452084225375
1081 Ronneby;Livskvalitet;Kvinnor;47,4676069228378
1081 Ronneby;Livskvalitet;Män;53,7021648674406
1081 Ronneby;Livskvalitet;Totalt;53,4953434609719
1082 Karlshamn;Hållbarhet;Kvinnor;44,9677099203573
1082 Karlshamn;Hållbarhet;Män;44,1134899450245
1082 Karlshamn;Hållbarhet;Totalt;54,2103288928264
1082 Karlshamn;Livskvalitet;Kvinnor;52,1500906240459
1082 Karlshamn;Livskvalitet;Män;57,0806725041993
1082 Karlshamn;Livskvalitet;Totalt;59,7748431553328
1083 Sölvesborg;Hållbarhet;Kvinnor;44,2309008679585
1083 Sölvesborg;Hållbarhet;Män;47,4115584888562
1083 Sölvesborg;Hållbarhet;Totalt;54,1732746707409
1083 Sölvesborg;Livskvalitet;Kvinnor;51,8655753026280
1083 Sölvesborg;Livskvalitet;Män;58,6140386617270
1083 Sölvesborg;Livskvalitet;Totalt;54,7999889594617
1214 Svalöv;Hållbarhet;Kvinnor;37,2303948782286
1214 Svalöv;Hållbarhet;Män;43,8698592153190
1214 Svalöv;Hållbarhet;Totalt;52,3885284370366
1214 Svalöv;Livskvalitet;Kvinnor;46,2653176053641
1214 Svalöv;Livskvalitet;Män;53,6753083857005
1214 Svalöv;Livskvalitet;Totalt;49,5715240394749
1230 Staffanstorp;Hållbarhet;Kvinnor;55,1345107296838
1230 Staffanstorp;Hållbarhet;Män;56,7218891369241
1230 Staffanstorp;Hållbarhet;Totalt;59,3087198062407
1230 Staffanstorp;Livskvalitet;Kvinnor;66,5005022752478
1230 Staffanstorp;Livskvalitet;Män;68,6144171869299
1230 Staffanstorp;Livskvalitet;Totalt;65,6092588847673
1231 Burlöv;Hållbarhet;Kvinnor;36,2870485118268
1231 Burlöv;Hållbarhet;Män;39,1942475823567
1231 Burlöv;Hållbarhet;Totalt;46,9939726750832
1231 Burlöv;Livskvalitet;Kvinnor;47,9398971795841
1231 Burlöv;Livskvalitet;Män;56,0491571291110
1231 Burlöv;Livskvalitet;Totalt;51,4445470918704
1233 Vellinge;Hållbarhet;Kvinnor;60,8191409811464
1233 Vellinge;Hållbarhet;Män;67,8467357893536
1233 Vellinge;Hållbarhet;Totalt;67,7926771061058
1233 Vellinge;Livskvalitet;Kvinnor;70,7800348563019
1233 Vellinge;Livskvalitet;Män;77,3597340323671
1233 Vellinge;Livskvalitet;Totalt;71,8744596170896
1256 Östra Göinge;Hållbarhet;Kvinnor;30,6563597967040
1256 Östra Göinge;Hållbarhet;Män;29,3502426777659
1256 Östra Göinge;Hållbarhet;Totalt;47,9383203380408
1256 Östra Göinge;Livskvalitet;Kvinnor;44,4503337010431
1256 Östra Göinge;Livskvalitet;Män;44,8235920904706
1256 Östra Göinge;Livskvalitet;Totalt;46,5893902851471
1257 Örkelljunga;Hållbarhet;Kvinnor;31,8703093496745
1257 Örkelljunga;Hållbarhet;Män;41,0725641549393
1257 Örkelljunga;Hållbarhet;Totalt;46,0996814541939
1257 Örkelljunga;Livskvalitet;Kvinnor;53,8086904993441
1257 Örkelljunga;Livskvalitet;Män;50,1381008973386
1257 Örkelljunga;Livskvalitet;Totalt;51,9418987977058
1260 Bjuv;Hållbarhet;Kvinnor;30,8523144185011
1260 Bjuv;Hållbarhet;Män;34,7370298556414
1260 Bjuv;Hållbarhet;Totalt;48,6962032920757
1260 Bjuv;Livskvalitet;Kvinnor;48,2432459773881
1260 Bjuv;Livskvalitet;Män;51,8012571189719
1260 Bjuv;Livskvalitet;Totalt;47,9834081042603
1261 Kävlinge;Hållbarhet;Kvinnor;51,4482320337881
1261 Kävlinge;Hållbarhet;Män;58,3195220924909
1261 Kävlinge;Hållbarhet;Totalt;59,2953405457432
1261 Kävlinge;Livskvalitet;Kvinnor;63,6602992378008
1261 Kävlinge;Livskvalitet;Män;65,6985419963263
1261 Kävlinge;Livskvalitet;Totalt;62,6921227360054
1262 Lomma;Hållbarhet;Kvinnor;67,8076385387045
1262 Lomma;Hållbarhet;Män;72,1044279051604
1262 Lomma;Hållbarhet;Totalt;70,3039322650566
1262 Lomma;Livskvalitet;Kvinnor;69,9119817886134
1262 Lomma;Livskvalitet;Män;77,5293674970841
1262 Lomma;Livskvalitet;Totalt;74,0832400092691
1263 Svedala;Hållbarhet;Kvinnor;52,3114055254352
1263 Svedala;Hållbarhet;Män;56,1423930700675
1263 Svedala;Hållbarhet;Totalt;58,2920255685163
1263 Svedala;Livskvalitet;Kvinnor;57,0050898206035
1263 Svedala;Livskvalitet;Män;68,2106170819181
1263 Svedala;Livskvalitet;Totalt;60,6536690401949
1264 Skurup;Hållbarhet;Kvinnor;45,3004235581330
1264 Skurup;Hållbarhet;Män;50,0469954084091
1264 Skurup;Hållbarhet;Totalt;53,5839259125483
1264 Skurup;Livskvalitet;Kvinnor;49,4791294600548
1264 Skurup;Livskvalitet;Män;55,5363104248863
1264 Skurup;Livskvalitet;Totalt;55,0736174207618
1265 Sjöbo;Hållbarhet;Kvinnor;38,8795379638837
1265 Sjöbo;Hållbarhet;Män;45,5442405283637
1265 Sjöbo;Hållbarhet;Totalt;47,8174306822162
1265 Sjöbo;Livskvalitet;Kvinnor;45,1992302446849
1265 Sjöbo;Livskvalitet;Män;53,4114037345021
1265 Sjöbo;Livskvalitet;Totalt;49,5353573050251
1266 Hörby;Hållbarhet;Kvinnor;37,1690477827166
1266 Hörby;Hållbarhet;Män;44,7883489280827
1266 Hörby;Hållbarhet;Totalt;50,5577165628022
1266 Hörby;Livskvalitet;Kvinnor;45,9031103810758
1266 Hörby;Livskvalitet;Män;52,7874168309885
1266 Hörby;Livskvalitet;Totalt;49,1819578506193
1267 Höör;Hållbarhet;Kvinnor;51,5844530220900
1267 Höör;Hållbarhet;Män;47,4676506833673
1267 Höör;Hållbarhet;Totalt;56,1316059466590
1267 Höör;Livskvalitet;Kvinnor;52,2847956328505
1267 Höör;Livskvalitet;Män;60,8961655106283
1267 Höör;Livskvalitet;Totalt;55,3736521811119
1270 Tomelilla;Hållbarhet;Kvinnor;42,5400043748919
1270 Tomelilla;Hållbarhet;Män;38,0222293439018
1270 Tomelilla;Hållbarhet;Totalt;50,1674017637389
1270 Tomelilla;Livskvalitet;Kvinnor;50,7600009136762
1270 Tomelilla;Livskvalitet;Män;47,6549073379836
1270 Tomelilla;Livskvalitet;Totalt;50,9456931479937
1272 Bromölla;Hållbarhet;Kvinnor;31,2148548808501
1272 Bromölla;Hållbarhet;Män;35,6727828169942
1272 Bromölla;Hållbarhet;Totalt;46,8680058953963
1272 Bromölla;Livskvalitet;Kvinnor;41,7636063528480
1272 Bromölla;Livskvalitet;Män;57,5536312721921
1272 Bromölla;Livskvalitet;Totalt;52,9541169942046
1273 Osby;Hållbarhet;Kvinnor;41,5547723695661
1273 Osby;Hållbarhet;Män;38,8172485058132
1273 Osby;Hållbarhet;Totalt;49,7538787362095
1273 Osby;Livskvalitet;Kvinnor;46,6500919438978
1273 Osby;Livskvalitet;Män;48,7988797873214
1273 Osby;Livskvalitet;Totalt;49,7422698374220
1275 Perstorp;Hållbarhet;Kvinnor;22,8362400934678
1275 Perstorp;Hållbarhet;Män;36,4914089589393
1275 Perstorp;Hållbarhet;Totalt;44,5327871703380
1275 Perstorp;Livskvalitet;Kvinnor;34,4369482364554
1275 Perstorp;Livskvalitet;Män;45,9248728582643
1275 Perstorp;Livskvalitet;Totalt;40,8693762966864
1276 Klippan;Hållbarhet;Kvinnor;38,2134932064703
1276 Klippan;Hållbarhet;Män;37,7329514033661
1276 Klippan;Hållbarhet;Totalt;48,4379746880034
1276 Klippan;Livskvalitet;Kvinnor;48,5948226077380
1276 Klippan;Livskvalitet;Män;51,9066433502168
1276 Klippan;Livskvalitet;Totalt;51,1020769817466
1277 Åstorp;Hållbarhet;Kvinnor;36,1949155772975
1277 Åstorp;Hållbarhet;Män;35,5589793164600
1277 Åstorp;Hållbarhet;Totalt;47,3532502074243
1277 Åstorp;Livskvalitet;Kvinnor;43,4150286453943
1277 Åstorp;Livskvalitet;Män;52,5703068228888
1277 Åstorp;Livskvalitet;Totalt;47,7162508822408
1278 Båstad;Hållbarhet;Kvinnor;50,4711297535533
1278 Båstad;Hållbarhet;Män;59,1782707742492
1278 Båstad;Hållbarhet;Totalt;62,6265207755584
1278 Båstad;Livskvalitet;Kvinnor;61,4111502627850
1278 Båstad;Livskvalitet;Män;61,8833460805735
1278 Båstad;Livskvalitet;Totalt;59,9789351437386
1280 Malmö;Hållbarhet;Kvinnor;37,2167329926992
1280 Malmö;Hållbarhet;Män;38,6294316857662
1280 Malmö;Hållbarhet;Totalt;47,3809089958924
1280 Malmö;Livskvalitet;Kvinnor;51,9796812557489
1280 Malmö;Livskvalitet;Män;55,1450107836328
1280 Malmö;Livskvalitet;Totalt;51,8302398812407
1281 Lund;Hållbarhet;Kvinnor;47,3358019452594
1281 Lund;Hållbarhet;Män;52,6807936278504
1281 Lund;Hållbarhet;Totalt;56,8076653653888
1281 Lund;Livskvalitet;Kvinnor;62,4133754696853
1281 Lund;Livskvalitet;Män;68,6967936346381
1281 Lund;Livskvalitet;Totalt;63,9657838634601
1282 Landskrona;Hållbarhet;Kvinnor;32,9144813780690
1282 Landskrona;Hållbarhet;Män;37,6138155151046
1282 Landskrona;Hållbarhet;Totalt;47,5850565131086
1282 Landskrona;Livskvalitet;Kvinnor;50,2986926372905
1282 Landskrona;Livskvalitet;Män;52,6143754908833
1282 Landskrona;Livskvalitet;Totalt;49,9382652485105
1283 Helsingborg;Hållbarhet;Kvinnor;39,5307063662491
1283 Helsingborg;Hållbarhet;Män;40,4011969012968
1283 Helsingborg;Hållbarhet;Totalt;49,6556571359672
1283 Helsingborg;Livskvalitet;Kvinnor;54,4354710623628
1283 Helsingborg;Livskvalitet;Män;57,0814983166803
1283 Helsingborg;Livskvalitet;Totalt;53,1517834984438
1284 Höganäs;Hållbarhet;Kvinnor;51,5678732864807
1284 Höganäs;Hållbarhet;Män;53,3338685411349
1284 Höganäs;Hållbarhet;Totalt;62,2049553183488
1284 Höganäs;Livskvalitet;Kvinnor;64,7128482431393
1284 Höganäs;Livskvalitet;Män;67,9166140704281
1284 Höganäs;Livskvalitet;Totalt;64,7013670720080
1285 Eslöv;Hållbarhet;Kvinnor;40,9900057882246
1285 Eslöv;Hållbarhet;Män;43,8352093920811
1285 Eslöv;Hållbarhet;Totalt;50,7035909612092
1285 Eslöv;Livskvalitet;Kvinnor;53,9414137096399
1285 Eslöv;Livskvalitet;Män;57,8167975335111
1285 Eslöv;Livskvalitet;Totalt;53,6777412461284
1286 Ystad;Hållbarhet;Kvinnor;52,5362341008154
1286 Ystad;Hållbarhet;Män;54,8635984226768
1286 Ystad;Hållbarhet;Totalt;57,3172229033416
1286 Ystad;Livskvalitet;Kvinnor;63,1948535395438
1286 Ystad;Livskvalitet;Män;66,8238197223309
1286 Ystad;Livskvalitet;Totalt;63,5002152566482
1287 Trelleborg;Hållbarhet;Kvinnor;41,9427215776523
1287 Trelleborg;Hållbarhet;Män;44,1720571848414
1287 Trelleborg;Hållbarhet;Totalt;52,3755360808013
1287 Trelleborg;Livskvalitet;Kvinnor;55,0108335595341
1287 Trelleborg;Livskvalitet;Män;59,7403114756545
1287 Trelleborg;Livskvalitet;Totalt;53,1434958944785
1290 Kristianstad;Hållbarhet;Kvinnor;40,2762959816020
1290 Kristianstad;Hållbarhet;Män;41,7609873083176
1290 Kristianstad;Hållbarhet;Totalt;52,8924241721066
1290 Kristianstad;Livskvalitet;Kvinnor;51,1604134660604
1290 Kristianstad;Livskvalitet;Män;56,2598788555311
1290 Kristianstad;Livskvalitet;Totalt;53,2378627845951
1291 Simrishamn;Hållbarhet;Kvinnor;46,2928573190334
1291 Simrishamn;Hållbarhet;Män;50,9895182801115
1291 Simrishamn;Hållbarhet;Totalt;56,5353711604861
1291 Simrishamn;Livskvalitet;Kvinnor;58,3082564811287
1291 Simrishamn;Livskvalitet;Män;61,1060657786411
1291 Simrishamn;Livskvalitet;Totalt;59,4123202284514
1292 Ängelholm;Hållbarhet;Kvinnor;48,3341726823749
1292 Ängelholm;Hållbarhet;Män;51,6356953620187
1292 Ängelholm;Hållbarhet;Totalt;57,1715045578352
1292 Ängelholm;Livskvalitet;Kvinnor;64,3400005780127
1292 Ängelholm;Livskvalitet;Män;67,1631090093777
1292 Ängelholm;Livskvalitet;Totalt;64,6502614167589
1293 Hässleholm;Hållbarhet;Kvinnor;34,8982134128557
1293 Hässleholm;Hållbarhet;Män;39,3175756057203
1293 Hässleholm;Hållbarhet;Totalt;48,1922853005537
1293 Hässleholm;Livskvalitet;Kvinnor;48,1161458944308
1293 Hässleholm;Livskvalitet;Män;53,8529022892837
1293 Hässleholm;Livskvalitet;Totalt;52,4758244693946
1315 Hylte;Hållbarhet;Kvinnor;34,9162266829684
1315 Hylte;Hållbarhet;Män;37,9478521107266
1315 Hylte;Hållbarhet;Totalt;47,3812531860327
1315 Hylte;Livskvalitet;Kvinnor;48,4055704455538
1315 Hylte;Livskvalitet;Män;51,9515695328591
1315 Hylte;Livskvalitet;Totalt;51,9773380893256
1380 Halmstad;Hållbarhet;Kvinnor;41,2902872790612
1380 Halmstad;Hållbarhet;Män;44,8329659327730
1380 Halmstad;Hållbarhet;Totalt;51,1041283107098
1380 Halmstad;Livskvalitet;Kvinnor;58,3203272385457
1380 Halmstad;Livskvalitet;Män;63,5854620692532
1380 Halmstad;Livskvalitet;Totalt;58,8738244664389
1381 Laholm;Hållbarhet;Kvinnor;42,0185213393498
1381 Laholm;Hållbarhet;Män;43,7809948192227
1381 Laholm;Hållbarhet;Totalt;52,9167141518570
1381 Laholm;Livskvalitet;Kvinnor;59,4554273089902
1381 Laholm;Livskvalitet;Män;61,0836241360306
1381 Laholm;Livskvalitet;Totalt;60,4735359058998
1382 Falkenberg;Hållbarhet;Kvinnor;43,4495263608530
1382 Falkenberg;Hållbarhet;Män;45,0999754367351
1382 Falkenberg;Hållbarhet;Totalt;54,1552643233060
1382 Falkenberg;Livskvalitet;Kvinnor;57,0374725731802
1382 Falkenberg;Livskvalitet;Män;62,8181907275607
1382 Falkenberg;Livskvalitet;Totalt;59,4640632215857
1383 Varberg;Hållbarhet;Kvinnor;48,0343198690469
1383 Varberg;Hållbarhet;Män;52,6833724808575
1383 Varberg;Hållbarhet;Totalt;57,3776825270411
1383 Varberg;Livskvalitet;Kvinnor;63,6542779701939
1383 Varberg;Livskvalitet;Män;69,3104794369538
1383 Varberg;Livskvalitet;Totalt;64,9095697050760
1384 Kungsbacka;Hållbarhet;Kvinnor;54,2124622094917
1384 Kungsbacka;Hållbarhet;Män;58,2773481161282
1384 Kungsbacka;Hållbarhet;Totalt;61,9164268364213
1384 Kungsbacka;Livskvalitet;Kvinnor;64,3121118134278
1384 Kungsbacka;Livskvalitet;Män;73,4972965487247
1384 Kungsbacka;Livskvalitet;Totalt;67,1314616245141
1401 Härryda;Hållbarhet;Kvinnor;52,3661911556166
1401 Härryda;Hållbarhet;Män;58,6375599385286
1401 Härryda;Hållbarhet;Totalt;61,7055909150415
1401 Härryda;Livskvalitet;Kvinnor;61,8880506542163
1401 Härryda;Livskvalitet;Män;69,6101899931726
1401 Härryda;Livskvalitet;Totalt;62,7789413021989
1402 Partille;Hållbarhet;Kvinnor;49,1138527095651
1402 Partille;Hållbarhet;Män;54,0245323920223
1402 Partille;Hållbarhet;Totalt;60,1991111016252
1402 Partille;Livskvalitet;Kvinnor;63,6731280214935
1402 Partille;Livskvalitet;Män;68,5897335480570
1402 Partille;Livskvalitet;Totalt;63,4800540941200
1407 Öckerö;Hållbarhet;Kvinnor;55,5919110861460
1407 Öckerö;Hållbarhet;Män;57,6975112090236
1407 Öckerö;Hållbarhet;Totalt;62,5810487800111
1407 Öckerö;Livskvalitet;Kvinnor;69,1531542410080
1407 Öckerö;Livskvalitet;Män;74,5422959446918
1407 Öckerö;Livskvalitet;Totalt;70,6278777632205
1415 Stenungsund;Hållbarhet;Kvinnor;47,0915048456389
1415 Stenungsund;Hållbarhet;Män;53,6772415050560
1415 Stenungsund;Hållbarhet;Totalt;55,4630796693983
1415 Stenungsund;Livskvalitet;Kvinnor;55,4084806920341
1415 Stenungsund;Livskvalitet;Män;65,2465044175508
1415 Stenungsund;Livskvalitet;Totalt;58,3382726315217
1419 Tjörn;Hållbarhet;Kvinnor;48,3187394150594
1419 Tjörn;Hållbarhet;Män;57,8222001928925
1419 Tjörn;Hållbarhet;Totalt;61,3199583901645
1419 Tjörn;Livskvalitet;Kvinnor;64,7440082781121
1419 Tjörn;Livskvalitet;Män;70,5770643021923
1419 Tjörn;Livskvalitet;Totalt;65,8087976314395
1421 Orust;Hållbarhet;Kvinnor;45,5118125620848
1421 Orust;Hållbarhet;Män;52,8112476006004
1421 Orust;Hållbarhet;Totalt;58,5656900699074
1421 Orust;Livskvalitet;Kvinnor;58,1357377141444
1421 Orust;Livskvalitet;Män;62,6703701169303
1421 Orust;Livskvalitet;Totalt;59,5475802023639
1427 Sotenäs;Hållbarhet;Kvinnor;49,2121529225781
1427 Sotenäs;Hållbarhet;Män;52,7794377556464
1427 Sotenäs;Hållbarhet;Totalt;57,7185150234373
1427 Sotenäs;Livskvalitet;Kvinnor;64,0072902819302
1427 Sotenäs;Livskvalitet;Män;67,6548346029033
1427 Sotenäs;Livskvalitet;Totalt;66,1364513818820
1430 Munkedal;Hållbarhet;Kvinnor;39,6352564379305
1430 Munkedal;Hållbarhet;Män;41,9789826658967
1430 Munkedal;Hållbarhet;Totalt;51,8127540006909
1430 Munkedal;Livskvalitet;Kvinnor;46,3641239272496
1430 Munkedal;Livskvalitet;Män;53,0618672776477
1430 Munkedal;Livskvalitet;Totalt;49,4299677297141
1435 Tanum;Hållbarhet;Kvinnor;42,4555291781166
1435 Tanum;Hållbarhet;Män;47,9081022438385
1435 Tanum;Hållbarhet;Totalt;52,4768449654555
1435 Tanum;Livskvalitet;Kvinnor;49,9905199104070
1435 Tanum;Livskvalitet;Män;53,0433427844649
1435 Tanum;Livskvalitet;Totalt;53,8697643488607
1438 Dals-Ed;Hållbarhet;Kvinnor;40,3982170332498
1438 Dals-Ed;Hållbarhet;Män;47,5940407974208
1438 Dals-Ed;Hållbarhet;Totalt;51,9104248645693
1438 Dals-Ed;Livskvalitet;Kvinnor;48,7882062487433
1438 Dals-Ed;Livskvalitet;Män;54,5863902565955
1438 Dals-Ed;Livskvalitet;Totalt;57,0636989686305
1439 Färgelanda;Hållbarhet;Kvinnor;38,4619846222943
1439 Färgelanda;Hållbarhet;Män;40,9064077248364
