Region;Del;Kon;Varde_stand
1980 Västerås;Livskvalitet;Totalt;53,7581458951061
1981 Sala;Hållbarhet;Kvinnor;36,9176912684722
1981 Sala;Hållbarhet;Män;41,4043768881707
1981 Sala;Hållbarhet;Totalt;50,0318950541429
1981 Sala;Livskvalitet;Kvinnor;50,3659738798004
1981 Sala;Livskvalitet;Män;59,3628063526658
1981 Sala;Livskvalitet;Totalt;52,5489838082819
1982 Fagersta;Hållbarhet;Kvinnor;30,3097605484993
1982 Fagersta;Hållbarhet;Män;38,7309592846697
1982 Fagersta;Hållbarhet;Totalt;48,9900953153595
1982 Fagersta;Livskvalitet;Kvinnor;39,6514640663323
1982 Fagersta;Livskvalitet;Män;54,2556261249446
1982 Fagersta;Livskvalitet;Totalt;47,9858535762167
1983 Köping;Hållbarhet;Kvinnor;35,0853389246949
1983 Köping;Hållbarhet;Män;42,5390889764358
1983 Köping;Hållbarhet;Totalt;50,5988890402046
1983 Köping;Livskvalitet;Kvinnor;45,3896886976281
1983 Köping;Livskvalitet;Män;53,0185798267940
1983 Köping;Livskvalitet;Totalt;51,9270653525438
1984 Arboga;Hållbarhet;Kvinnor;40,8255315024067
1984 Arboga;Hållbarhet;Män;46,2718308453369
1984 Arboga;Hållbarhet;Totalt;53,2134735034975
1984 Arboga;Livskvalitet;Kvinnor;44,8382002167888
1984 Arboga;Livskvalitet;Män;56,1669518612263
1984 Arboga;Livskvalitet;Totalt;54,4244856539105
2021 Vansbro;Hållbarhet;Kvinnor;33,1398400217056
2021 Vansbro;Hållbarhet;Män;33,7237187342308
2021 Vansbro;Hållbarhet;Totalt;51,5126313505151
2021 Vansbro;Livskvalitet;Kvinnor;37,3284970937865
2021 Vansbro;Livskvalitet;Män;49,7265904858767
2021 Vansbro;Livskvalitet;Totalt;47,8058439157129
2023 Malung-Sälen;Hållbarhet;Kvinnor;38,7316171220395
2023 Malung-Sälen;Hållbarhet;Män;39,6405878965306
2023 Malung-Sälen;Hållbarhet;Totalt;51,5266748774783
2023 Malung-Sälen;Livskvalitet;Kvinnor;43,0937346754140
2023 Malung-Sälen;Livskvalitet;Män;58,0482635817508
2023 Malung-Sälen;Livskvalitet;Totalt;52,4565733480180
2026 Gagnef;Hållbarhet;Kvinnor;48,9660068774907
2026 Gagnef;Hållbarhet;Män;49,3663086076602
2026 Gagnef;Hållbarhet;Totalt;58,4441605481169
2026 Gagnef;Livskvalitet;Kvinnor;54,5635396841827
2026 Gagnef;Livskvalitet;Män;63,0115891333217
2026 Gagnef;Livskvalitet;Totalt;58,8230698514906
2029 Leksand;Hållbarhet;Kvinnor;49,4725336168583
2029 Leksand;Hållbarhet;Män;46,4088561951350
2029 Leksand;Hållbarhet;Totalt;57,7451054137611
2029 Leksand;Livskvalitet;Kvinnor;56,3453002303471
2029 Leksand;Livskvalitet;Män;63,9280023690477
2029 Leksand;Livskvalitet;Totalt;60,5110716373763
2031 Rättvik;Hållbarhet;Kvinnor;45,1807342218729
2031 Rättvik;Hållbarhet;Män;43,1805898678381
2031 Rättvik;Hållbarhet;Totalt;54,2477309299300
2031 Rättvik;Livskvalitet;Kvinnor;51,5351580802321
2031 Rättvik;Livskvalitet;Män;58,0860167572020
2031 Rättvik;Livskvalitet;Totalt;56,2832251361583
2034 Orsa;Hållbarhet;Kvinnor;35,6223062983886
2034 Orsa;Hållbarhet;Män;34,5541236182166
2034 Orsa;Hållbarhet;Totalt;47,1284209879383
2034 Orsa;Livskvalitet;Kvinnor;44,0452633059585
2034 Orsa;Livskvalitet;Män;53,1724209510713
2034 Orsa;Livskvalitet;Totalt;48,9764063165447
2039 Älvdalen;Hållbarhet;Kvinnor;30,9072390430394
2039 Älvdalen;Hållbarhet;Män;37,2184014504046
2039 Älvdalen;Hållbarhet;Totalt;51,9912936230568
2039 Älvdalen;Livskvalitet;Kvinnor;48,0565181269411
2039 Älvdalen;Livskvalitet;Män;56,7314749723344
2039 Älvdalen;Livskvalitet;Totalt;54,0106833917095
2061 Smedjebacken;Hållbarhet;Kvinnor;36,0349165076269
2061 Smedjebacken;Hållbarhet;Män;45,7742875857465
2061 Smedjebacken;Hållbarhet;Totalt;52,8826054961185
2061 Smedjebacken;Livskvalitet;Kvinnor;49,0413624528698
2061 Smedjebacken;Livskvalitet;Män;59,5659298098673
2061 Smedjebacken;Livskvalitet;Totalt;52,8692994052159
2062 Mora;Hållbarhet;Kvinnor;43,4575838077394
2062 Mora;Hållbarhet;Män;45,6742785914424
2062 Mora;Hållbarhet;Totalt;55,5325727936401
2062 Mora;Livskvalitet;Kvinnor;51,5956735297600
2062 Mora;Livskvalitet;Män;61,0451774851258
2062 Mora;Livskvalitet;Totalt;56,1765257679576
2080 Falun;Hållbarhet;Kvinnor;49,7277876656434
2080 Falun;Hållbarhet;Män;51,9610200078592
2080 Falun;Hållbarhet;Totalt;57,6441418837074
2080 Falun;Livskvalitet;Kvinnor;60,9596503904017
2080 Falun;Livskvalitet;Män;66,4016488355519
2080 Falun;Livskvalitet;Totalt;62,5723850045723
2081 Borlänge;Hållbarhet;Kvinnor;35,7268717576508
2081 Borlänge;Hållbarhet;Män;36,4421561592806
2081 Borlänge;Hållbarhet;Totalt;47,0260622362881
2081 Borlänge;Livskvalitet;Kvinnor;46,6461446917547
2081 Borlänge;Livskvalitet;Män;58,8259562589263
2081 Borlänge;Livskvalitet;Totalt;50,2467447949117
2082 Säter;Hållbarhet;Kvinnor;40,5793189764723
2082 Säter;Hållbarhet;Män;51,2608792272722
2082 Säter;Hållbarhet;Totalt;55,4652895564016
2082 Säter;Livskvalitet;Kvinnor;54,6889514248517
2082 Säter;Livskvalitet;Män;62,1713598001726
2082 Säter;Livskvalitet;Totalt;57,1427479818946
2083 Hedemora;Hållbarhet;Kvinnor;32,7098935604930
2083 Hedemora;Hållbarhet;Män;40,1496159994504
2083 Hedemora;Hållbarhet;Totalt;48,2761720739434
2083 Hedemora;Livskvalitet;Kvinnor;41,9097245278450
2083 Hedemora;Livskvalitet;Män;52,3775881787823
2083 Hedemora;Livskvalitet;Totalt;48,1555377225339
2084 Avesta;Hållbarhet;Kvinnor;35,2880252223905
2084 Avesta;Hållbarhet;Män;36,8623354377267
2084 Avesta;Hållbarhet;Totalt;46,6641461167789
2084 Avesta;Livskvalitet;Kvinnor;45,6217195074260
2084 Avesta;Livskvalitet;Män;52,4380005401906
2084 Avesta;Livskvalitet;Totalt;48,8791867204519
2085 Ludvika;Hållbarhet;Kvinnor;34,6790498656454
2085 Ludvika;Hållbarhet;Män;44,9402866711698
2085 Ludvika;Hållbarhet;Totalt;53,0424042365357
2085 Ludvika;Livskvalitet;Kvinnor;48,4078345460175
2085 Ludvika;Livskvalitet;Män;57,2048231240019
2085 Ludvika;Livskvalitet;Totalt;51,6423629826348
2101 Ockelbo;Hållbarhet;Kvinnor;37,5777251048273
2101 Ockelbo;Hållbarhet;Män;43,2378279220211
2101 Ockelbo;Hållbarhet;Totalt;53,4653270906625
2101 Ockelbo;Livskvalitet;Kvinnor;45,8360039592354
2101 Ockelbo;Livskvalitet;Män;51,4337724386257
2101 Ockelbo;Livskvalitet;Totalt;48,9408944472075
2104 Hofors;Hållbarhet;Kvinnor;40,4411817591017
2104 Hofors;Hållbarhet;Män;46,1157946823021
2104 Hofors;Hållbarhet;Totalt;52,5694668238756
2104 Hofors;Livskvalitet;Kvinnor;44,4621247932218
2104 Hofors;Livskvalitet;Män;58,4149819836938
2104 Hofors;Livskvalitet;Totalt;52,8740541279359
2121 Ovanåker;Hållbarhet;Kvinnor;34,0111433025866
2121 Ovanåker;Hållbarhet;Män;42,7914370780124
2121 Ovanåker;Hållbarhet;Totalt;53,8038635797063
2121 Ovanåker;Livskvalitet;Kvinnor;45,5191547227690
2121 Ovanåker;Livskvalitet;Män;57,3303108506616
2121 Ovanåker;Livskvalitet;Totalt;53,8544853249191
2132 Nordanstig;Hållbarhet;Kvinnor;41,3893511213769
2132 Nordanstig;Hållbarhet;Män;40,4802641698830
2132 Nordanstig;Hållbarhet;Totalt;49,7857298032086
2132 Nordanstig;Livskvalitet;Kvinnor;50,0819830651578
2132 Nordanstig;Livskvalitet;Män;54,1112069158413
2132 Nordanstig;Livskvalitet;Totalt;50,2184780553191
2161 Ljusdal;Hållbarhet;Kvinnor;39,8451536877694
2161 Ljusdal;Hållbarhet;Män;40,3782533160307
2161 Ljusdal;Hållbarhet;Totalt;50,9845046637626
2161 Ljusdal;Livskvalitet;Kvinnor;50,9580116190603
2161 Ljusdal;Livskvalitet;Män;56,1545514685577
2161 Ljusdal;Livskvalitet;Totalt;52,7854859380533
2180 Gävle;Hållbarhet;Kvinnor;42,7231739184715
2180 Gävle;Hållbarhet;Män;44,5330977714474
2180 Gävle;Hållbarhet;Totalt;52,9495690427958
2180 Gävle;Livskvalitet;Kvinnor;53,5379263984503
2180 Gävle;Livskvalitet;Män;61,3078391865870
2180 Gävle;Livskvalitet;Totalt;55,6870298431773
2181 Sandviken;Hållbarhet;Kvinnor;35,6321160504535
2181 Sandviken;Hållbarhet;Män;44,0660888265316
2181 Sandviken;Hållbarhet;Totalt;53,6606365073083
2181 Sandviken;Livskvalitet;Kvinnor;46,8277514356414
2181 Sandviken;Livskvalitet;Män;57,0977445192101
2181 Sandviken;Livskvalitet;Totalt;51,1101655740956
2182 Söderhamn;Hållbarhet;Kvinnor;31,3158409698166
2182 Söderhamn;Hållbarhet;Män;38,7575652601330
2182 Söderhamn;Hållbarhet;Totalt;46,5509049645983
2182 Söderhamn;Livskvalitet;Kvinnor;47,1302887459342
2182 Söderhamn;Livskvalitet;Män;58,5718639282459
2182 Söderhamn;Livskvalitet;Totalt;52,1408492819075
2183 Bollnäs;Hållbarhet;Kvinnor;38,2332474714517
2183 Bollnäs;Hållbarhet;Män;41,6701185644178
2183 Bollnäs;Hållbarhet;Totalt;49,7577550864128
2183 Bollnäs;Livskvalitet;Kvinnor;48,8125762931013
2183 Bollnäs;Livskvalitet;Män;52,4592943222020
2183 Bollnäs;Livskvalitet;Totalt;49,9167417772990
2184 Hudiksvall;Hållbarhet;Kvinnor;42,5829526726504
2184 Hudiksvall;Hållbarhet;Män;45,1153860043995
2184 Hudiksvall;Hållbarhet;Totalt;51,9412147086920
2184 Hudiksvall;Livskvalitet;Kvinnor;56,2862003665793
2184 Hudiksvall;Livskvalitet;Män;64,3102779144870
2184 Hudiksvall;Livskvalitet;Totalt;60,0889027838538
2260 Ånge;Hållbarhet;Kvinnor;28,2354185002230
2260 Ånge;Hållbarhet;Män;41,8651675547428
2260 Ånge;Hållbarhet;Totalt;51,3425896725581
2260 Ånge;Livskvalitet;Kvinnor;52,4479214643180
2260 Ånge;Livskvalitet;Män;55,9405031586261
2260 Ånge;Livskvalitet;Totalt;54,3025395861300
2262 Timrå;Hållbarhet;Kvinnor;36,8132152754882
2262 Timrå;Hållbarhet;Män;41,8465449203559
2262 Timrå;Hållbarhet;Totalt;49,5644119142801
2262 Timrå;Livskvalitet;Kvinnor;50,1547125891932
2262 Timrå;Livskvalitet;Män;62,0883084902101
2262 Timrå;Livskvalitet;Totalt;54,1014956192454
2280 Härnösand;Hållbarhet;Kvinnor;40,6755109458301
2280 Härnösand;Hållbarhet;Män;39,3420006564589
2280 Härnösand;Hållbarhet;Totalt;49,3008582735386
2280 Härnösand;Livskvalitet;Kvinnor;50,8743036075817
2280 Härnösand;Livskvalitet;Män;53,5722694594962
2280 Härnösand;Livskvalitet;Totalt;52,5507563180630
2281 Sundsvall;Hållbarhet;Kvinnor;43,5758884772144
2281 Sundsvall;Hållbarhet;Män;46,5855044784929
2281 Sundsvall;Hållbarhet;Totalt;52,7325372770196
2281 Sundsvall;Livskvalitet;Kvinnor;56,0665253155576
2281 Sundsvall;Livskvalitet;Män;64,2363980829619
2281 Sundsvall;Livskvalitet;Totalt;58,1287069419789
2282 Kramfors;Hållbarhet;Kvinnor;35,1045874418935
2282 Kramfors;Hållbarhet;Män;38,8213404407396
2282 Kramfors;Hållbarhet;Totalt;47,0204069103762
2282 Kramfors;Livskvalitet;Kvinnor;49,6601690350235
2282 Kramfors;Livskvalitet;Män;52,3588052653834
2282 Kramfors;Livskvalitet;Totalt;48,4979500141807
2283 Sollefteå;Hållbarhet;Kvinnor;38,3201307933358
2283 Sollefteå;Hållbarhet;Män;41,6633017682722
2283 Sollefteå;Hållbarhet;Totalt;50,6432423945570
2283 Sollefteå;Livskvalitet;Kvinnor;50,4163952525291
2283 Sollefteå;Livskvalitet;Män;55,6431415359893
2283 Sollefteå;Livskvalitet;Totalt;54,7817457492613
2284 Örnsköldsvik;Hållbarhet;Kvinnor;43,3802429035957
2284 Örnsköldsvik;Hållbarhet;Män;50,0205175588021
2284 Örnsköldsvik;Hållbarhet;Totalt;55,2153540702126
2284 Örnsköldsvik;Livskvalitet;Kvinnor;57,5077777982454
2284 Örnsköldsvik;Livskvalitet;Män;63,0958044941967
2284 Örnsköldsvik;Livskvalitet;Totalt;60,6041804952342
2303 Ragunda;Hållbarhet;Kvinnor;35,6208263895121
2303 Ragunda;Hållbarhet;Män;32,7219723334756
2303 Ragunda;Hållbarhet;Totalt;48,4880060034812
2303 Ragunda;Livskvalitet;Kvinnor;42,3339687736871
2303 Ragunda;Livskvalitet;Män;53,9787090765399
2303 Ragunda;Livskvalitet;Totalt;46,2266049770673
2305 Bräcke;Hållbarhet;Kvinnor;38,7675847914482
2305 Bräcke;Hållbarhet;Män;37,7753289531876
2305 Bräcke;Hållbarhet;Totalt;48,4719516594884
2305 Bräcke;Livskvalitet;Kvinnor;38,9177956999665
2305 Bräcke;Livskvalitet;Män;50,1624054540113
2305 Bräcke;Livskvalitet;Totalt;46,9725711887447
2309 Krokom;Hållbarhet;Kvinnor;49,1376654408199
2309 Krokom;Hållbarhet;Män;51,7499132241215
2309 Krokom;Hållbarhet;Totalt;59,6148964412072
2309 Krokom;Livskvalitet;Kvinnor;55,0438195500689
2309 Krokom;Livskvalitet;Män;65,0770713611561
2309 Krokom;Livskvalitet;Totalt;60,7327315274090
2313 Strömsund;Hållbarhet;Kvinnor;34,5762247635582
2313 Strömsund;Hållbarhet;Män;40,3245431536976
2313 Strömsund;Hållbarhet;Totalt;50,6229540468575
2313 Strömsund;Livskvalitet;Kvinnor;45,2956152449537
2313 Strömsund;Livskvalitet;Män;52,2783598169906
2313 Strömsund;Livskvalitet;Totalt;51,6259092330066
2321 Åre;Hållbarhet;Kvinnor;50,9077505308647
2321 Åre;Hållbarhet;Män;55,5877572097848
2321 Åre;Hållbarhet;Totalt;59,4033450826140
2321 Åre;Livskvalitet;Kvinnor;56,7882040173966
2321 Åre;Livskvalitet;Män;60,8296081104993
2321 Åre;Livskvalitet;Totalt;60,3045415739809
2326 Berg;Hållbarhet;Kvinnor;43,2302037582884
2326 Berg;Hållbarhet;Män;47,8643499502668
2326 Berg;Hållbarhet;Totalt;52,7393391057009
2326 Berg;Livskvalitet;Kvinnor;46,0904263062992
2326 Berg;Livskvalitet;Män;51,6839208636169
2326 Berg;Livskvalitet;Totalt;50,6922348467976
2361 Härjedalen;Hållbarhet;Kvinnor;47,3204542220979
2361 Härjedalen;Hållbarhet;Män;47,7436277512283
2361 Härjedalen;Hållbarhet;Totalt;53,0552951835257
2361 Härjedalen;Livskvalitet;Kvinnor;52,9261150852746
2361 Härjedalen;Livskvalitet;Män;55,5860480268157
2361 Härjedalen;Livskvalitet;Totalt;61,0358014786605
2380 Östersund;Hållbarhet;Kvinnor;44,5030436316305
2380 Östersund;Hållbarhet;Män;48,9098960092777
2380 Östersund;Hållbarhet;Totalt;55,2874008741137
2380 Östersund;Livskvalitet;Kvinnor;55,9283085138518
2380 Östersund;Livskvalitet;Män;63,0355500782092
2380 Östersund;Livskvalitet;Totalt;57,9444673144909
2401 Nordmaling;Hållbarhet;Kvinnor;36,7027201766976
2401 Nordmaling;Hållbarhet;Män;44,9754647367973
2401 Nordmaling;Hållbarhet;Totalt;52,6808835094466
2401 Nordmaling;Livskvalitet;Kvinnor;56,0188630543705
2401 Nordmaling;Livskvalitet;Män;65,7328390865023
2401 Nordmaling;Livskvalitet;Totalt;61,8798134843669
2403 Bjurholm;Hållbarhet;Kvinnor;39,3264840186206
2403 Bjurholm;Hållbarhet;Män;54,4619123399628
2403 Bjurholm;Hållbarhet;Totalt;55,4903578139940
2403 Bjurholm;Livskvalitet;Kvinnor;47,3784818490858
2403 Bjurholm;Livskvalitet;Män;62,5750751922400
2403 Bjurholm;Livskvalitet;Totalt;56,0217842902915
2404 Vindeln;Hållbarhet;Kvinnor;35,3716682540958
2404 Vindeln;Hållbarhet;Män;41,0450467869098
2404 Vindeln;Hållbarhet;Totalt;51,0518268870890
2404 Vindeln;Livskvalitet;Kvinnor;48,4004695206333
2404 Vindeln;Livskvalitet;Män;58,8524446889992
2404 Vindeln;Livskvalitet;Totalt;56,8958273085806
2409 Robertsfors;Hållbarhet;Kvinnor;46,7844800670576
2409 Robertsfors;Hållbarhet;Män;53,2236759976395
2409 Robertsfors;Hållbarhet;Totalt;54,5490696326269
2409 Robertsfors;Livskvalitet;Kvinnor;53,9712665799200
2409 Robertsfors;Livskvalitet;Män;62,9842941402794
2409 Robertsfors;Livskvalitet;Totalt;63,3489652404295
2417 Norsjö;Hållbarhet;Kvinnor;41,8449260990740
2417 Norsjö;Hållbarhet;Män;45,6802552666388
2417 Norsjö;Hållbarhet;Totalt;53,5109898111663
2417 Norsjö;Livskvalitet;Kvinnor;47,0418624684085
2417 Norsjö;Livskvalitet;Män;58,7126770797966
2417 Norsjö;Livskvalitet;Totalt;57,7275118277380
2418 Malå;Hållbarhet;Kvinnor;30,0427850557972
2418 Malå;Hållbarhet;Män;39,6562152952888
2418 Malå;Hållbarhet;Totalt;47,8549172607366
2418 Malå;Livskvalitet;Kvinnor;54,1874547271940
2418 Malå;Livskvalitet;Män;56,5755598482731
2418 Malå;Livskvalitet;Totalt;58,9931915169872
2421 Storuman;Hållbarhet;Kvinnor;30,0283996613776
2421 Storuman;Hållbarhet;Män;44,5863062417176
2421 Storuman;Hållbarhet;Totalt;50,4627537536661
2421 Storuman;Livskvalitet;Kvinnor;52,2146574811900
2421 Storuman;Livskvalitet;Män;60,8369046750839
2421 Storuman;Livskvalitet;Totalt;60,2200699895112
2422 Sorsele;Hållbarhet;Kvinnor;38,8072557499382
2422 Sorsele;Hållbarhet;Män;41,3693506517260
2422 Sorsele;Hållbarhet;Totalt;53,5571153788040
2422 Sorsele;Livskvalitet;Kvinnor;47,4548984669116
2422 Sorsele;Livskvalitet;Män;53,0977603168942
2422 Sorsele;Livskvalitet;Totalt;56,2545931215076
2425 Dorotea;Hållbarhet;Kvinnor;38,6754822704073
2425 Dorotea;Hållbarhet;Män;42,1625325890900
2425 Dorotea;Hållbarhet;Totalt;47,3313717124213
2425 Dorotea;Livskvalitet;Kvinnor;47,7553525711060
2425 Dorotea;Livskvalitet;Män;58,0593069925953
2425 Dorotea;Livskvalitet;Totalt;57,1039470977699
2460 Vännäs;Hållbarhet;Kvinnor;40,4768349308413
2460 Vännäs;Hållbarhet;Män;43,9931521043523
2460 Vännäs;Hållbarhet;Totalt;53,4062412394473
2460 Vännäs;Livskvalitet;Kvinnor;53,2476102336800
2460 Vännäs;Livskvalitet;Män;64,4071047449956
2460 Vännäs;Livskvalitet;Totalt;60,0262149196677
2462 Vilhelmina;Hållbarhet;Kvinnor;30,7712264373299
2462 Vilhelmina;Hållbarhet;Män;42,4816074667479
2462 Vilhelmina;Hållbarhet;Totalt;49,5320784366680
2462 Vilhelmina;Livskvalitet;Kvinnor;53,4724909889025
2462 Vilhelmina;Livskvalitet;Män;51,0636891923580
2462 Vilhelmina;Livskvalitet;Totalt;56,2316222382025
2463 Åsele;Hållbarhet;Kvinnor;39,5502460423319
2463 Åsele;Hållbarhet;Män;43,9019577472610
2463 Åsele;Hållbarhet;Totalt;52,9129531891921
2463 Åsele;Livskvalitet;Kvinnor;54,5957904275398
2463 Åsele;Livskvalitet;Män;52,3109545853152
2463 Åsele;Livskvalitet;Totalt;58,8613621045842
2480 Umeå;Hållbarhet;Kvinnor;46,0659221012341
2480 Umeå;Hållbarhet;Män;51,7301874007657
2480 Umeå;Hållbarhet;Totalt;56,1803809492600
2480 Umeå;Livskvalitet;Kvinnor;62,7172831846731
2480 Umeå;Livskvalitet;Män;69,0959235015414
2480 Umeå;Livskvalitet;Totalt;65,5373339864891
2481 Lycksele;Hållbarhet;Kvinnor;33,6642144115122
2481 Lycksele;Hållbarhet;Män;35,8684197774998
2481 Lycksele;Hållbarhet;Totalt;49,5962265391739
2481 Lycksele;Livskvalitet;Kvinnor;56,1027981961221
2481 Lycksele;Livskvalitet;Män;58,3170550644759
2481 Lycksele;Livskvalitet;Totalt;58,8996874554324
2482 Skellefteå;Hållbarhet;Kvinnor;43,9106710950730
2482 Skellefteå;Hållbarhet;Män;50,3496126792885
2482 Skellefteå;Hållbarhet;Totalt;55,4912730758007
2482 Skellefteå;Livskvalitet;Kvinnor;60,0479911441456
2482 Skellefteå;Livskvalitet;Män;68,5289663712802
2482 Skellefteå;Livskvalitet;Totalt;64,9813269587535
2505 Arvidsjaur;Hållbarhet;Kvinnor;45,3084633408047
2505 Arvidsjaur;Hållbarhet;Män;48,0171888201736
2505 Arvidsjaur;Hållbarhet;Totalt;55,1424307748200
2505 Arvidsjaur;Livskvalitet;Kvinnor;52,5198027348993
2505 Arvidsjaur;Livskvalitet;Män;59,6760175970437
2505 Arvidsjaur;Livskvalitet;Totalt;63,2228522513870
2506 Arjeplog;Hållbarhet;Kvinnor;47,1756163950136
2506 Arjeplog;Hållbarhet;Män;45,0423608975667
2506 Arjeplog;Hållbarhet;Totalt;55,0562106796431
2506 Arjeplog;Livskvalitet;Kvinnor;58,6372914075347
2506 Arjeplog;Livskvalitet;Män;52,6720176384240
2506 Arjeplog;Livskvalitet;Totalt;62,1805686154153
2510 Jokkmokk;Hållbarhet;Kvinnor;37,4088309378718
2510 Jokkmokk;Hållbarhet;Män;44,8422077588142
2510 Jokkmokk;Hållbarhet;Totalt;53,7274399815718
2510 Jokkmokk;Livskvalitet;Kvinnor;55,3105628512975
2510 Jokkmokk;Livskvalitet;Män;55,2760744023352
2510 Jokkmokk;Livskvalitet;Totalt;62,5750001782531
2513 Överkalix;Hållbarhet;Kvinnor;28,6380631635577
2513 Överkalix;Hållbarhet;Män;34,2899596820293
2513 Överkalix;Hållbarhet;Totalt;44,9115108275923
2513 Överkalix;Livskvalitet;Kvinnor;54,1458935732407
2513 Överkalix;Livskvalitet;Män;48,0315652315876
2513 Överkalix;Livskvalitet;Totalt;53,0628953047094
2514 Kalix;Hållbarhet;Kvinnor;34,9249174357795
2514 Kalix;Hållbarhet;Män;34,9103134761119
2514 Kalix;Hållbarhet;Totalt;47,9343019377341
2514 Kalix;Livskvalitet;Kvinnor;58,2530424808228
2514 Kalix;Livskvalitet;Män;60,1992584406486
2514 Kalix;Livskvalitet;Totalt;60,2906926766823
2518 Övertorneå;Hållbarhet;Kvinnor;34,2858573200553
2518 Övertorneå;Hållbarhet;Män;42,5490657657036
2518 Övertorneå;Hållbarhet;Totalt;50,3825826034586
2518 Övertorneå;Livskvalitet;Kvinnor;54,2357708399407
2518 Övertorneå;Livskvalitet;Män;51,3592201688853
2518 Övertorneå;Livskvalitet;Totalt;57,6536024071537
2521 Pajala;Hållbarhet;Kvinnor;38,5193843111189
2521 Pajala;Hållbarhet;Män;51,0336373813164
2521 Pajala;Hållbarhet;Totalt;53,3030494443038
2521 Pajala;Livskvalitet;Kvinnor;53,7449940065115
2521 Pajala;Livskvalitet;Män;52,6694734451788
2521 Pajala;Livskvalitet;Totalt;56,4529260343426
2523 Gällivare;Hållbarhet;Kvinnor;48,2679857598394
2523 Gällivare;Hållbarhet;Män;49,6128859504538
2523 Gällivare;Hållbarhet;Totalt;53,6001689971025
2523 Gällivare;Livskvalitet;Kvinnor;59,9049200285742
2523 Gällivare;Livskvalitet;Män;68,3464927368207
2523 Gällivare;Livskvalitet;Totalt;65,0142281449201
2560 Älvsbyn;Hållbarhet;Kvinnor;38,7840803251928
2560 Älvsbyn;Hållbarhet;Män;40,6404257491808
2560 Älvsbyn;Hållbarhet;Totalt;50,8299864613831
2560 Älvsbyn;Livskvalitet;Kvinnor;48,8023950061579
2560 Älvsbyn;Livskvalitet;Män;53,8987496414931
2560 Älvsbyn;Livskvalitet;Totalt;57,5393056513208
2580 Luleå;Hållbarhet;Kvinnor;46,0445877028948
2580 Luleå;Hållbarhet;Män;50,4054755527290
2580 Luleå;Hållbarhet;Totalt;51,9467670305676
2580 Luleå;Livskvalitet;Kvinnor;63,1041860438580
2580 Luleå;Livskvalitet;Män;67,6915551948664
2580 Luleå;Livskvalitet;Totalt;65,1672544758750
2581 Piteå;Hållbarhet;Kvinnor;42,2725716757314
2581 Piteå;Hållbarhet;Män;48,5975089618161
2581 Piteå;Hållbarhet;Totalt;53,8149165952795
2581 Piteå;Livskvalitet;Kvinnor;61,5579326849543
2581 Piteå;Livskvalitet;Män;67,8733802390885
2581 Piteå;Livskvalitet;Totalt;64,7962567589135
2582 Boden;Hållbarhet;Kvinnor;40,3244441290853
2582 Boden;Hållbarhet;Män;44,1442355946436
2582 Boden;Hållbarhet;Totalt;50,4142173843248
2582 Boden;Livskvalitet;Kvinnor;59,8409002383508
2582 Boden;Livskvalitet;Män;62,0530558102095
2582 Boden;Livskvalitet;Totalt;61,2194088254619
2583 Haparanda;Hållbarhet;Kvinnor;26,3349958000791
2583 Haparanda;Hållbarhet;Män;24,4699977205361
2583 Haparanda;Hållbarhet;Totalt;44,7859883756490
2583 Haparanda;Livskvalitet;Kvinnor;46,7671883294235
2583 Haparanda;Livskvalitet;Män;45,5953739682236
2583 Haparanda;Livskvalitet;Totalt;50,3463394934616
2584 Kiruna;Hållbarhet;Kvinnor;45,2689089040139
2584 Kiruna;Hållbarhet;Män;47,4709815913969
2584 Kiruna;Hållbarhet;Totalt;48,8164545796758
2584 Kiruna;Livskvalitet;Kvinnor;66,0097127585800
2584 Kiruna;Livskvalitet;Män;64,5516905055119
2584 Kiruna;Livskvalitet;Totalt;68,0463586988175
